route,date,daytype,rides,year,month,day,day_of_week,is_weekend,season,route_encoded,TMAX,TMIN,PRCP,SNOW,AWND,is_rainy,is_snowy,rides_lag_1,rides_lag_7,rides_rolling_7,high_load
73,2024-01-11,W,4123,2024,1,11,3,0,0,132,0.0,0.0,0.0,0.0,0.0,0,0,3970.0,3006.0,2805.0,0
134,2010-02-15,W,1472,2010,2,15,0,0,0,27,15.0,5.0,0.0,0.0,10.0,0,0,2628.0,3136.0,2852.428571428572,0
39,2012-04-26,W,2425,2012,4,26,3,0,1,85,15.0,5.0,0.0,0.0,10.0,0,0,2329.0,2593.0,2369.0,1
119,2025-12-19,W,2336,2025,12,19,4,0,0,13,0.0,0.0,0.0,0.0,0.0,0,0,2512.0,2801.0,2132.1428571428573,0
112,2002-06-09,U,1159,2002,6,9,6,1,2,11,15.0,5.0,0.0,0.0,10.0,0,0,1593.0,1092.0,3182.5714285714284,0
201,2011-10-25,W,2236,2011,10,25,1,0,3,60,15.0,5.0,0.0,0.0,10.0,0,0,2220.0,2305.0,2073.1428571428573,1
120,2008-09-02,W,1342,2008,9,2,1,0,3,15,15.0,5.0,0.0,0.0,10.0,0,0,804.0,1447.0,1286.857142857143,1
2,2022-09-19,W,1245,2022,9,19,0,0,3,57,0.0,0.0,0.0,0.0,0.0,0,0,1377.0,986.0,1186.571428571429,0
75,2006-03-24,W,8048,2006,3,24,4,0,1,134,15.0,5.0,0.0,0.0,10.0,0,0,8461.0,8732.0,7330.285714285715,1
108,2019-06-27,W,730,2019,6,27,3,0,2,7,15.0,5.0,0.0,0.0,10.0,0,0,877.0,964.0,895.7142857142857,0
26,2018-11-20,W,4273,2018,11,20,1,0,3,70,15.0,5.0,0.0,0.0,10.0,0,0,4479.0,4178.0,4336.428571428572,1
47,2009-01-04,U,5173,2009,1,4,6,1,0,90,15.0,5.0,0.0,0.0,10.0,0,0,7858.0,5194.0,7705.0,0
121,2006-12-26,W,694,2006,12,26,1,0,0,16,15.0,5.0,0.0,0.0,10.0,0,0,722.0,1482.0,1533.857142857143,0
49B,2024-04-03,W,4040,2024,4,3,2,0,1,94,0.0,0.0,0.0,0.0,0.0,0,0,4026.0,3684.0,3231.5714285714284,0
124,2016-07-24,U,1463,2016,7,24,6,1,2,19,15.0,5.0,0.0,0.0,10.0,0,0,1868.0,1280.0,1719.571428571429,1
15,2015-08-01,A,4623,2015,8,1,5,1,2,38,15.0,5.0,0.0,0.0,10.0,0,0,8196.0,5437.0,6677.714285714285,0
54B,2009-04-15,W,3622,2009,4,15,2,0,1,105,15.0,5.0,0.0,0.0,10.0,0,0,3164.0,3772.0,3425.1428571428573,0
70,2006-07-10,W,8525,2006,7,10,0,0,2,129,15.0,5.0,0.0,0.0,10.0,0,0,5221.0,8113.0,7715.142857142857,0
73,2009-01-17,A,2458,2009,1,17,5,1,0,132,15.0,5.0,0.0,0.0,10.0,0,0,4956.0,2602.0,4401.714285714285,0
129,2005-06-13,W,949,2005,6,13,0,0,2,24,15.0,5.0,0.0,0.0,10.0,0,0,741.0,882.0,949.0,0
122,2010-12-16,W,624,2010,12,16,3,0,0,17,15.0,5.0,0.0,0.0,10.0,0,0,668.0,750.0,698.2857142857143,0
22,2001-06-20,W,21657,2001,6,20,2,0,2,67,15.0,5.0,0.0,0.0,10.0,0,0,22278.0,20726.0,19317.285714285717,1
44,2017-03-08,W,3700,2017,3,8,2,0,1,89,15.0,5.0,0.0,0.0,10.0,0,0,3980.0,3948.0,3111.714285714286,0
57,2020-04-06,W,818,2020,4,6,0,0,1,111,0.0,0.0,0.0,0.0,0.0,0,0,334.0,891.0,731.2857142857143,0
11,2023-05-01,W,1135,2023,5,1,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0,0,506.0,1213.0,1020.8571428571428,0
82,2019-04-01,W,18355,2019,4,1,0,0,1,143,15.0,5.0,0.0,0.0,10.0,0,0,6632.0,17297.0,14596.42857142857,1
19,2006-04-07,W,672,2006,4,7,4,0,1,55,15.0,5.0,0.0,0.0,10.0,0,0,291.0,305.0,556.4285714285714,1
84,2020-01-28,W,3789,2020,1,28,1,0,0,144,0.0,0.0,0.0,0.0,0.0,0,0,3373.0,3628.0,2864.0,1
192,2020-01-15,W,655,2020,1,15,2,0,0,56,0.0,0.0,0.0,0.0,0.0,0,0,745.0,870.0,776.7142857142857,0
103,2002-10-18,W,4041,2002,10,18,4,0,3,5,15.0,5.0,0.0,0.0,10.0,0,0,4230.0,4800.0,3310.8571428571427,1
95,2020-06-01,W,1438,2020,6,1,0,0,2,158,0.0,0.0,0.0,0.0,0.0,0,0,819.0,2038.0,2160.0,0
48,2002-11-19,W,1244,2002,11,19,1,0,3,91,15.0,5.0,0.0,0.0,10.0,0,0,1467.0,846.0,1171.857142857143,1
165,2015-12-08,W,285,2015,12,8,1,0,0,45,15.0,5.0,0.0,0.0,10.0,0,0,91.0,39.0,125.85714285714286,1
37,2002-12-09,W,2840,2002,12,9,0,0,0,83,15.0,5.0,0.0,0.0,10.0,0,0,3381.0,2663.0,2828.8571428571427,1
72,2013-11-28,U,6765,2013,11,28,3,1,3,131,15.0,5.0,0.0,0.0,10.0,0,0,14811.0,16253.0,14169.857142857143,0
115,2023-08-16,W,1666,2023,8,16,2,0,2,12,0.0,0.0,0.0,0.0,0.0,0,0,1557.0,1712.0,1330.428571428571,0
49,2025-12-31,W,11222,2025,12,31,2,0,0,92,0.0,0.0,0.0,0.0,0.0,0,0,10248.0,8602.0,8690.0,0
54B,2019-06-18,W,2991,2019,6,18,1,0,2,105,15.0,5.0,0.0,0.0,10.0,0,0,2663.0,2947.0,2570.714285714286,0
44,2013-09-13,W,5308,2013,9,13,4,0,3,89,15.0,5.0,0.0,0.0,10.0,0,0,5462.0,5524.0,4461.857142857143,1
85,2008-12-25,U,4428,2008,12,25,3,1,0,145,15.0,5.0,0.0,0.0,10.0,0,0,8674.0,13461.0,9066.57142857143,0
37,2004-07-01,W,2075,2004,7,1,3,0,2,83,15.0,5.0,0.0,0.0,10.0,0,0,1927.0,2192.0,2017.857142857143,1
119,2011-01-17,W,3594,2011,1,17,0,0,0,13,15.0,5.0,0.0,0.0,10.0,0,0,2691.0,5682.0,5224.0,0
152,2012-05-04,W,12886,2012,5,4,4,0,1,40,15.0,5.0,0.0,0.0,10.0,0,0,12010.0,11008.0,9277.857142857143,1
54,2010-07-22,W,12109,2010,7,22,3,0,2,103,15.0,5.0,0.0,0.0,10.0,0,0,12734.0,12390.0,11545.142857142857,1
X28,2010-06-23,W,3476,2010,6,23,2,0,2,178,15.0,5.0,0.0,0.0,10.0,0,0,3666.0,4029.0,4012.857142857143,0
54A,2019-12-12,W,741,2019,12,12,3,0,0,104,0.0,0.0,0.0,0.0,0.0,0,0,713.0,770.0,699.7142857142857,0
56,2020-10-18,U,1490,2020,10,18,6,1,3,109,0.0,0.0,0.0,0.0,0.0,0,0,2352.0,2165.0,3023.5714285714284,0
56,2002-08-06,W,15685,2002,8,6,1,0,2,109,15.0,5.0,0.0,0.0,10.0,0,0,15788.0,14760.0,14132.0,1
115,2020-09-15,W,1183,2020,9,15,1,0,3,12,0.0,0.0,0.0,0.0,0.0,0,0,1111.0,898.0,954.0,0
43,2002-04-24,W,1194,2002,4,24,2,0,1,88,15.0,5.0,0.0,0.0,10.0,0,0,1268.0,1111.0,981.7142857142856,0
78,2019-03-07,W,7784,2019,3,7,3,0,1,137,15.0,5.0,0.0,0.0,10.0,0,0,8408.0,7669.0,6396.714285714285,0
94,2018-02-05,W,7480,2018,2,5,0,0,0,157,15.0,5.0,0.0,0.0,10.0,0,0,2528.0,8361.0,6794.571428571428,0
J14,2020-12-08,W,3652,2020,12,8,1,0,0,165,0.0,0.0,0.0,0.0,0.0,0,0,3515.0,3675.0,3200.5714285714284,0
3,2014-05-01,W,21225,2014,5,1,3,0,1,76,15.0,5.0,0.0,0.0,10.0,0,0,20077.0,20083.0,17825.14285714286,1
84,2019-02-22,W,3843,2019,2,22,4,0,0,144,15.0,5.0,0.0,0.0,10.0,0,0,3991.0,3381.0,2846.8571428571427,1
49A,2001-06-04,W,736,2001,6,4,0,0,2,93,15.0,5.0,0.0,0.0,10.0,0,0,406.0,392.0,466.57142857142856,0
15,2012-11-07,W,8412,2012,11,7,2,0,3,38,15.0,5.0,0.0,0.0,10.0,0,0,8655.0,8500.0,7943.571428571428,1
81,2024-06-11,W,9398,2024,6,11,1,0,2,141,0.0,0.0,0.0,0.0,0.0,0,0,9017.0,9649.0,8675.57142857143,0
146,2004-09-01,W,8285,2004,9,1,2,0,3,35,15.0,5.0,0.0,0.0,10.0,0,0,7607.0,9108.0,7732.857142857143,0
68,2007-12-18,W,1813,2007,12,18,1,0,0,125,15.0,5.0,0.0,0.0,10.0,0,0,1695.0,1699.0,1389.142857142857,1
52,2014-04-23,W,13201,2014,4,23,2,0,1,98,15.0,5.0,0.0,0.0,10.0,0,0,13775.0,12556.0,10668.714285714286,1
43,2023-12-17,U,314,2023,12,17,6,1,0,88,0.0,0.0,0.0,0.0,0.0,0,0,429.0,383.0,746.2857142857143,0
147,2021-08-27,W,7521,2021,8,27,4,0,2,36,0.0,0.0,0.0,0.0,0.0,0,0,7470.0,7629.0,6654.428571428572,0
39,2010-11-18,W,2094,2010,11,18,3,0,3,85,15.0,5.0,0.0,0.0,10.0,0,0,2205.0,2360.0,2179.5714285714284,1
85,2024-11-25,W,6270,2024,11,25,0,0,3,145,0.0,0.0,0.0,0.0,0.0,0,0,4082.0,6913.0,6556.571428571428,0
76,2008-06-25,W,11380,2008,6,25,2,0,2,135,15.0,5.0,0.0,0.0,10.0,0,0,11353.0,11357.0,10097.42857142857,1
49,2016-01-30,A,15435,2016,1,30,5,1,0,92,15.0,5.0,0.0,0.0,10.0,0,0,17722.0,14537.0,15759.42857142857,0
156,2002-03-04,W,7591,2002,3,4,0,0,1,43,15.0,5.0,0.0,0.0,10.0,0,0,8725.0,8770.0,8432.857142857143,0
64,2012-09-25,W,156,2012,9,25,1,0,3,119,15.0,5.0,0.0,0.0,10.0,0,0,178.0,176.0,206.14285714285717,0
62,2019-01-08,W,9820,2019,1,8,1,0,0,115,15.0,5.0,0.0,0.0,10.0,0,0,8967.0,3741.0,6833.714285714285,0
151,2014-07-31,W,19144,2014,7,31,3,0,2,39,15.0,5.0,0.0,0.0,10.0,0,0,19378.0,19741.0,17968.285714285714,1
148,2012-07-12,W,2174,2012,7,12,3,0,2,37,15.0,5.0,0.0,0.0,10.0,0,0,2508.0,2593.0,2418.714285714286,0
21,2024-11-11,W,6850,2024,11,11,0,0,3,66,0.0,0.0,0.0,0.0,0.0,0,0,3977.0,6828.0,6375.428571428572,0
172,2018-01-11,W,2017,2018,1,11,3,0,0,51,15.0,5.0,0.0,0.0,10.0,0,0,2250.0,2201.0,1703.571428571429,1
75,2020-11-02,W,3234,2020,11,2,0,0,3,134,0.0,0.0,0.0,0.0,0.0,0,0,1554.0,2932.0,2765.0,0
88,2011-12-16,W,1303,2011,12,16,4,0,0,149,15.0,5.0,0.0,0.0,10.0,0,0,1521.0,1192.0,1117.428571428571,1
65,2014-05-09,W,8788,2014,5,9,4,0,1,122,15.0,5.0,0.0,0.0,10.0,0,0,8980.0,9433.0,7515.714285714285,1
1,2022-06-20,W,446,2022,6,20,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,437.0,769.0,679.0,0
20,2006-09-13,W,23030,2006,9,13,2,0,3,58,15.0,5.0,0.0,0.0,10.0,0,0,25509.0,24179.0,20981.0,1
201,2004-09-17,W,1227,2004,9,17,4,0,3,60,15.0,5.0,0.0,0.0,10.0,0,0,1616.0,1670.0,1347.2857142857142,0
30,2022-05-03,W,1534,2022,5,3,1,0,1,77,0.0,0.0,0.0,0.0,0.0,0,0,1517.0,1658.0,1333.0,0
28,2001-10-07,U,5425,2001,10,7,6,1,3,72,15.0,5.0,0.0,0.0,10.0,0,0,10714.0,6184.0,12714.142857142857,0
96,2022-02-18,W,396,2022,2,18,4,0,0,161,0.0,0.0,0.0,0.0,0.0,0,0,483.0,422.0,448.0,0
43,2009-07-12,U,474,2009,7,12,6,1,2,88,15.0,5.0,0.0,0.0,10.0,0,0,966.0,496.0,1417.857142857143,0
22,2020-03-06,W,16624,2020,3,6,4,0,1,67,0.0,0.0,0.0,0.0,0.0,0,0,17237.0,16885.0,15729.285714285714,0
35,2005-06-09,W,6042,2005,6,9,3,0,2,81,15.0,5.0,0.0,0.0,10.0,0,0,6033.0,6334.0,5254.428571428572,1
63,2003-06-02,W,21661,2003,6,2,0,0,2,117,15.0,5.0,0.0,0.0,10.0,0,0,12827.0,10847.0,17680.428571428572,1
80,2019-01-26,A,5140,2019,1,26,5,1,0,140,15.0,5.0,0.0,0.0,10.0,0,0,7662.0,5342.0,7652.857142857143,0
24,2023-11-17,W,1437,2023,11,17,4,0,3,68,0.0,0.0,0.0,0.0,0.0,0,0,1706.0,1523.0,1551.571428571429,0
151,2012-01-29,U,12098,2012,1,29,6,1,0,39,15.0,5.0,0.0,0.0,10.0,0,0,17020.0,11233.0,17845.571428571428,0
146,2019-04-28,U,7927,2019,4,28,6,1,1,35,15.0,5.0,0.0,0.0,10.0,0,0,8310.0,6486.0,11229.857142857143,0
39,2018-12-03,W,2132,2018,12,3,0,0,0,85,15.0,5.0,0.0,0.0,10.0,0,0,488.0,1714.0,1506.571428571429,1
115,2014-01-17,W,3982,2014,1,17,4,0,0,12,15.0,5.0,0.0,0.0,10.0,0,0,4388.0,3982.0,3584.8571428571427,1
121,2014-01-22,W,1873,2014,1,22,2,0,0,16,15.0,5.0,0.0,0.0,10.0,0,0,2023.0,1764.0,1628.2857142857142,1
78,2014-05-18,U,4326,2014,5,18,6,1,1,137,15.0,5.0,0.0,0.0,10.0,0,0,5316.0,3742.0,7168.285714285715,0
76,2004-02-23,W,12212,2004,2,23,0,0,0,135,15.0,5.0,0.0,0.0,10.0,0,0,5227.0,9096.0,9875.42857142857,1
144,2004-12-15,W,756,2004,12,15,2,0,0,33,15.0,5.0,0.0,0.0,10.0,0,0,715.0,593.0,544.0,0
206,2013-06-27,W,422,2013,6,27,3,0,2,65,15.0,5.0,0.0,0.0,10.0,0,0,308.0,477.0,428.1428571428572,0
170,2015-06-01,W,368,2015,6,1,0,0,2,49,15.0,5.0,0.0,0.0,10.0,0,0,348.0,357.0,354.57142857142856,0
148,2023-12-14,W,1363,2023,12,14,3,0,0,37,0.0,0.0,0.0,0.0,0.0,0,0,1481.0,1511.0,1420.142857142857,0
55A,2017-12-29,W,177,2017,12,29,4,0,0,107,15.0,5.0,0.0,0.0,10.0,0,0,201.0,324.0,247.14285714285717,0
155,2014-10-19,U,4929,2014,10,19,6,1,3,42,15.0,5.0,0.0,0.0,10.0,0,0,5370.0,4701.0,6696.571428571428,0
148,2023-06-08,W,1432,2023,6,8,3,0,2,37,0.0,0.0,0.0,0.0,0.0,0,0,1526.0,1262.0,1320.7142857142858,0
56,2020-10-27,W,3148,2020,10,27,1,0,3,109,0.0,0.0,0.0,0.0,0.0,0,0,2921.0,3273.0,2828.428571428572,0
X98,2004-03-09,W,283,2004,3,9,1,0,1,186,15.0,5.0,0.0,0.0,10.0,0,0,218.0,272.0,225.0,1
1,2010-03-24,W,3013,2010,3,24,2,0,1,0,15.0,5.0,0.0,0.0,10.0,0,0,2733.0,3191.0,2868.285714285714,0
82,2018-01-22,W,17775,2018,1,22,0,0,0,143,15.0,5.0,0.0,0.0,10.0,0,0,6844.0,9394.0,13537.57142857143,1
28,2023-04-10,W,3402,2023,4,10,0,0,1,72,0.0,0.0,0.0,0.0,0.0,0,0,1070.0,3194.0,2476.0,0
97,2023-09-21,W,2076,2023,9,21,3,0,3,162,0.0,0.0,0.0,0.0,0.0,0,0,2377.0,2227.0,2042.4285714285716,0
52,2015-03-11,W,13396,2015,3,11,2,0,1,98,15.0,5.0,0.0,0.0,10.0,0,0,13589.0,13369.0,11218.857142857143,1
1,2001-01-31,W,7370,2001,1,31,2,0,0,0,15.0,5.0,0.0,0.0,10.0,0,0,7168.0,7502.0,7378.142857142857,1
63,2019-06-23,U,8333,2019,6,23,6,1,2,117,15.0,5.0,0.0,0.0,10.0,0,0,9919.0,8057.0,12512.42857142857,0
155,2001-05-20,U,3961,2001,5,20,6,1,1,42,15.0,5.0,0.0,0.0,10.0,0,0,5758.0,4371.0,7186.142857142857,0
130,2016-06-16,W,522,2016,6,16,3,0,2,25,15.0,5.0,0.0,0.0,10.0,0,0,443.0,742.0,583.7142857142857,0
148,2008-12-29,W,1591,2008,12,29,0,0,0,37,15.0,5.0,0.0,0.0,10.0,0,0,596.0,2294.0,1632.7142857142858,0
80,2019-02-10,U,4356,2019,2,10,6,1,0,140,15.0,5.0,0.0,0.0,10.0,0,0,6219.0,4504.0,8947.0,0
121,2011-03-08,W,1258,2011,3,8,1,0,1,16,15.0,5.0,0.0,0.0,10.0,0,0,1294.0,1201.0,1186.571428571429,0
103,2023-03-23,W,1188,2023,3,23,3,0,1,5,0.0,0.0,0.0,0.0,0.0,0,0,1367.0,1174.0,976.4285714285714,0
56,2019-04-20,A,3977,2019,4,20,5,1,1,109,15.0,5.0,0.0,0.0,10.0,0,0,6881.0,4072.0,6290.142857142857,0
24,2014-10-22,W,3553,2014,10,22,2,0,3,68,15.0,5.0,0.0,0.0,10.0,0,0,3203.0,2029.0,3151.714285714286,0
111,2002-09-22,U,1878,2002,9,22,6,1,3,9,15.0,5.0,0.0,0.0,10.0,0,0,3367.0,1985.0,5449.142857142857,0
9,2016-07-05,W,17599,2016,7,5,1,0,2,151,15.0,5.0,0.0,0.0,10.0,0,0,11725.0,17066.0,16668.14285714286,0
173,2002-12-22,U,70,2002,12,22,6,1,0,52,15.0,5.0,0.0,0.0,10.0,0,0,102.0,105.0,145.57142857142858,0
8,2010-06-16,W,20566,2010,6,16,2,0,2,139,15.0,5.0,0.0,0.0,10.0,0,0,19769.0,21852.0,17884.571428571428,1
169,2010-03-25,W,352,2010,3,25,3,0,1,47,15.0,5.0,0.0,0.0,10.0,0,0,347.0,289.0,265.0,1
112,2018-04-09,W,1958,2018,4,9,0,0,1,11,15.0,5.0,0.0,0.0,10.0,0,0,668.0,2085.0,1740.428571428571,0
35,2013-10-08,W,5367,2013,10,8,1,0,3,81,15.0,5.0,0.0,0.0,10.0,0,0,4807.0,5357.0,4572.571428571428,1
86,2010-10-21,W,3177,2010,10,21,3,0,3,147,15.0,5.0,0.0,0.0,10.0,0,0,3446.0,3720.0,3395.1428571428573,1
37,2015-06-30,W,1589,2015,6,30,1,0,2,83,15.0,5.0,0.0,0.0,10.0,0,0,1640.0,1541.0,1578.571428571429,0
22,2011-03-12,A,19176,2011,3,12,5,1,1,67,15.0,5.0,0.0,0.0,10.0,0,0,22993.0,18144.0,20474.0,0
47,2018-12-28,W,7786,2018,12,28,4,0,0,90,15.0,5.0,0.0,0.0,10.0,0,0,6387.0,9045.0,5956.714285714285,0
67,2002-02-25,W,15135,2002,2,25,0,0,0,124,15.0,5.0,0.0,0.0,10.0,0,0,7424.0,10376.0,12471.857142857143,1
91,2010-07-24,A,4161,2010,7,24,5,1,2,154,15.0,5.0,0.0,0.0,10.0,0,0,7043.0,4945.0,6407.428571428572,0
34,2007-04-17,W,5540,2007,4,17,1,0,1,80,15.0,5.0,0.0,0.0,10.0,0,0,5447.0,6108.0,4912.0,1
111,2018-08-28,W,2576,2018,8,28,1,0,2,9,15.0,5.0,0.0,0.0,10.0,0,0,2824.0,2548.0,2418.0,0
119,2013-09-08,U,2428,2013,9,8,6,1,3,13,15.0,5.0,0.0,0.0,10.0,0,0,3025.0,2693.0,4264.857142857143,0
3,2019-02-09,A,10918,2019,2,9,5,1,0,76,15.0,5.0,0.0,0.0,10.0,0,0,14894.0,9619.0,13840.285714285714,0
77,2012-01-26,W,25350,2012,1,26,3,0,0,136,15.0,5.0,0.0,0.0,10.0,0,0,25120.0,24144.0,20974.14285714286,1
52,2013-10-28,W,13786,2013,10,28,0,0,3,98,15.0,5.0,0.0,0.0,10.0,0,0,5874.0,13783.0,12041.57142857143,1
94,2020-12-03,W,4147,2020,12,3,3,0,0,157,0.0,0.0,0.0,0.0,0.0,0,0,4469.0,1654.0,3120.8571428571427,0
54A,2008-08-25,W,1141,2008,8,25,0,0,2,104,15.0,5.0,0.0,0.0,10.0,0,0,1060.0,1296.0,1163.2857142857142,1
97,2009-02-08,U,1801,2009,2,8,6,1,0,162,15.0,5.0,0.0,0.0,10.0,0,0,2895.0,1608.0,3386.428571428572,0
54A,2014-08-11,W,777,2014,8,11,0,0,2,104,15.0,5.0,0.0,0.0,10.0,0,0,925.0,951.0,928.4285714285714,0
57,2025-07-03,W,1793,2025,7,3,3,0,2,111,0.0,0.0,0.0,0.0,0.0,0,0,1570.0,1577.0,1435.7142857142858,0
50,2006-03-27,W,8495,2006,3,27,0,0,1,96,15.0,5.0,0.0,0.0,10.0,0,0,2847.0,8520.0,7029.0,0
52,2005-04-03,U,5689,2005,4,3,6,1,1,98,15.0,5.0,0.0,0.0,10.0,0,0,8163.0,5048.0,9967.285714285714,0
80,2019-04-22,W,10523,2019,4,22,0,0,1,140,15.0,5.0,0.0,0.0,10.0,0,0,4897.0,9259.0,8378.285714285714,0
39,2015-05-30,A,552,2015,5,30,5,1,1,85,15.0,5.0,0.0,0.0,10.0,0,0,2163.0,579.0,1442.2857142857142,0
106,2013-06-01,A,630,2013,6,1,5,1,2,6,15.0,5.0,0.0,0.0,10.0,0,0,1553.0,442.0,1128.428571428571,0
95,2023-05-30,W,3357,2023,5,30,1,0,1,158,0.0,0.0,0.0,0.0,0.0,0,0,1935.0,3776.0,2861.285714285714,0
121,2019-09-18,W,1272,2019,9,18,2,0,3,16,0.0,0.0,0.0,0.0,0.0,0,0,1128.0,1179.0,1147.142857142857,0
26,2007-08-31,W,2151,2007,8,31,4,0,2,70,15.0,5.0,0.0,0.0,10.0,0,0,2176.0,2464.0,2323.8571428571427,0
47,2009-03-16,W,10335,2009,3,16,0,0,1,90,15.0,5.0,0.0,0.0,10.0,0,0,5914.0,11269.0,10183.857142857143,1
48,2008-05-29,W,1289,2008,5,29,3,0,1,91,15.0,5.0,0.0,0.0,10.0,0,0,1334.0,1275.0,1290.0,1
147,2016-07-12,W,12311,2016,7,12,1,0,2,36,15.0,5.0,0.0,0.0,10.0,0,0,12399.0,11948.0,11532.285714285714,0
54,2021-12-15,W,5738,2021,12,15,2,0,0,103,0.0,0.0,0.0,0.0,0.0,0,0,5476.0,5322.0,4803.0,0
156,2001-08-06,W,7418,2001,8,6,0,0,2,43,15.0,5.0,0.0,0.0,10.0,0,0,9255.0,7997.0,8254.42857142857,0
71,2023-05-28,U,3042,2023,5,28,6,1,1,130,0.0,0.0,0.0,0.0,0.0,0,0,4031.0,2596.0,4576.142857142857,0
X98,2021-03-03,W,5,2021,3,3,2,0,1,186,0.0,0.0,0.0,0.0,0.0,0,0,14.0,17.0,10.0,0
148,2007-09-25,W,1947,2007,9,25,1,0,3,37,15.0,5.0,0.0,0.0,10.0,0,0,2031.0,1670.0,1920.0,0
X28,2012-11-06,W,4800,2012,11,6,1,0,3,178,15.0,5.0,0.0,0.0,10.0,0,0,4732.0,4609.0,4826.142857142857,1
55,2020-04-13,W,2571,2020,4,13,0,0,1,106,0.0,0.0,0.0,0.0,0.0,0,0,1773.0,2444.0,2512.428571428572,0
55,2018-01-10,W,9441,2018,1,10,2,0,0,106,15.0,5.0,0.0,0.0,10.0,0,0,9242.0,6819.0,6962.285714285715,0
54,2008-01-31,W,8018,2008,1,31,3,0,0,103,15.0,5.0,0.0,0.0,10.0,0,0,7579.0,7540.0,7979.571428571428,0
29,2015-05-16,A,10174,2015,5,16,5,1,1,73,15.0,5.0,0.0,0.0,10.0,0,0,14738.0,10401.0,12594.0,0
52A,2020-01-12,U,1118,2020,1,12,6,1,0,99,0.0,0.0,0.0,0.0,0.0,0,0,1460.0,1310.0,3072.714285714286,0
206,2015-11-20,W,1092,2015,11,20,4,0,3,65,15.0,5.0,0.0,0.0,10.0,0,0,1118.0,286.0,954.7142857142856,1
51,2021-12-08,W,855,2021,12,8,2,0,0,97,0.0,0.0,0.0,0.0,0.0,0,0,806.0,864.0,750.2857142857143,0
147,2023-02-02,W,7559,2023,2,2,3,0,0,36,0.0,0.0,0.0,0.0,0.0,0,0,7690.0,7559.0,6352.857142857143,0
54A,2014-01-08,W,827,2014,1,8,2,0,0,104,15.0,5.0,0.0,0.0,10.0,0,0,539.0,591.0,540.0,0
67,2021-11-22,W,4951,2021,11,22,0,0,3,124,0.0,0.0,0.0,0.0,0.0,0,0,2533.0,4928.0,4281.857142857143,0
94,2014-08-13,W,8595,2014,8,13,2,0,2,157,15.0,5.0,0.0,0.0,10.0,0,0,8376.0,8781.0,7142.571428571428,0
103,2010-11-20,A,1987,2010,11,20,5,1,3,5,15.0,5.0,0.0,0.0,10.0,0,0,3847.0,1752.0,3094.0,0
85A,2005-02-03,W,1183,2005,2,3,3,0,0,146,15.0,5.0,0.0,0.0,10.0,0,0,1078.0,590.0,728.4285714285714,1
87,2005-03-28,W,18672,2005,3,28,0,0,1,148,15.0,5.0,0.0,0.0,10.0,0,0,6514.0,14219.0,11958.142857142857,1
112,2008-06-13,W,3590,2008,6,13,4,0,2,11,15.0,5.0,0.0,0.0,10.0,0,0,2942.0,3734.0,2856.5714285714284,1
72,2023-06-02,W,9607,2023,6,2,4,0,2,131,0.0,0.0,0.0,0.0,0.0,0,0,10319.0,8865.0,8226.142857142857,0
90,2025-12-02,W,3146,2025,12,2,1,0,0,152,0.0,0.0,0.0,0.0,0.0,0,0,3162.0,3648.0,2366.5714285714284,0
62,2016-06-03,W,12154,2016,6,3,4,0,2,115,15.0,5.0,0.0,0.0,10.0,0,0,11780.0,10750.0,8770.714285714286,1
49B,2011-11-13,U,3183,2011,11,13,6,1,3,94,15.0,5.0,0.0,0.0,10.0,0,0,3289.0,3154.0,4926.428571428572,0
50,2002-09-26,W,9569,2002,9,26,3,0,3,96,15.0,5.0,0.0,0.0,10.0,0,0,10359.0,9160.0,7849.428571428572,1
81W,2002-03-04,W,1306,2002,3,4,0,0,1,142,15.0,5.0,0.0,0.0,10.0,0,0,420.0,1376.0,1125.142857142857,0
53A,2002-03-10,U,1664,2002,3,10,6,1,1,101,15.0,5.0,0.0,0.0,10.0,0,0,2286.0,1309.0,7131.857142857143,0
173,2008-04-18,W,232,2008,4,18,4,0,1,52,15.0,5.0,0.0,0.0,10.0,0,0,222.0,245.0,212.57142857142856,0
108,2011-03-29,W,2306,2011,3,29,1,0,1,7,15.0,5.0,0.0,0.0,10.0,0,0,2708.0,2326.0,2329.285714285714,1
21,2024-10-15,W,6312,2024,10,15,1,0,3,66,0.0,0.0,0.0,0.0,0.0,0,0,5659.0,8154.0,6705.857142857143,0
15,2019-05-18,A,4727,2019,5,18,5,1,1,38,15.0,5.0,0.0,0.0,10.0,0,0,7272.0,4687.0,6516.857142857143,0
67,2016-10-15,A,8648,2016,10,15,5,1,3,124,15.0,5.0,0.0,0.0,10.0,0,0,12673.0,8562.0,10539.42857142857,0
50,2022-01-14,W,5414,2022,1,14,4,0,0,96,0.0,0.0,0.0,0.0,0.0,0,0,5997.0,3633.0,4056.428571428572,0
4,2018-05-05,A,13586,2018,5,5,5,1,1,86,15.0,5.0,0.0,0.0,10.0,0,0,20754.0,12605.0,18460.14285714286,0
1,2018-05-09,W,1968,2018,5,9,2,0,1,0,15.0,5.0,0.0,0.0,10.0,0,0,1790.0,1795.0,1764.571428571429,0
52A,2003-08-07,W,6447,2003,8,7,3,0,2,99,15.0,5.0,0.0,0.0,10.0,0,0,6060.0,5688.0,5182.142857142857,1
